budget,model,arm,item,truth,failing,realized_words,fail_retained,policy_survival,decision,decision_correct,which,which_raw,which_correct,which_unmatched,incoherent,nn_decision
40w,gpt,control,ci_release-003,DENIED,open severity-one defects,63,True,1.0,DENIED,True,open severity-one defects,severity-one defects,True,False,False,APPROVED
40w,gpt,control,ci_release-004,DENIED,flaky test count,65,True,1.0,DENIED,True,flaky test count,flaky test count,True,False,False,APPROVED
40w,gpt,control,ci_release-005,DENIED,rollback drill success,56,True,1.0,DENIED,True,rollback drill success,rollback drill success,True,False,False,DENIED
40w,gpt,control,ci_release-006,DENIED,dependency audit findings,69,True,1.0,DENIED,True,dependency audit findings,dependency audit findings,True,False,False,APPROVED
40w,gpt,control,ci_release-007,APPROVED,,52,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
40w,gpt,control,ci_release-008,APPROVED,,54,,1.0,APPROVED,True,NONE,NONE,True,False,False,
40w,gpt,control,ci_release-009,DENIED,bundle size,56,True,1.0,DENIED,True,bundle size,bundle size,True,False,False,APPROVED
40w,gpt,control,ci_release-010,APPROVED,,72,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
40w,gpt,control,ci_release-011,APPROVED,,57,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
40w,gpt,control,ci_release-012,DENIED,cold start time,59,False,0.6666666666666666,APPROVED,False,NONE,NONE,False,False,False,APPROVED
40w,gpt,control,ci_release-013,APPROVED,,48,,0.3333333333333333,DENIED,False,NONE,NONE,True,False,True,DENIED
40w,gpt,control,ci_release-014,APPROVED,,57,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
40w,gpt,control,ci_release-015,APPROVED,,57,,1.0,APPROVED,True,NONE,NONE,True,False,False,
40w,gpt,control,ci_release-016,DENIED,error budget remaining,62,True,1.0,DENIED,True,error budget remaining,error budget remaining,True,False,False,DENIED
40w,gpt,control,ci_release-017,DENIED,cold start time,54,True,1.0,DENIED,True,cold start time,cold start time,True,False,False,DENIED
40w,gpt,control,ci_release-018,APPROVED,,58,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
40w,gpt,control,ci_release-019,APPROVED,,50,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
40w,gpt,control,ci_release-020,DENIED,dependency audit findings,59,True,1.0,DENIED,True,dependency audit findings,dependency audit findings,True,False,False,DENIED
40w,gpt,control,ci_release-021,APPROVED,,57,,1.0,APPROVED,True,open severity-one defects,open severity-one defects,False,False,False,APPROVED
40w,gpt,control,ci_release-022,APPROVED,,63,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
40w,gpt,control,ci_release-023,APPROVED,,55,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
40w,gpt,control,ci_release-024,DENIED,open severity-one defects,65,True,1.0,DENIED,True,open severity-one defects,open severity-one defects,True,False,False,APPROVED
40w,gpt,control,ci_release-025,APPROVED,,55,,0.6666666666666666,APPROVED,True,NONE,NONE,True,False,False,APPROVED
40w,gpt,control,ci_release-026,DENIED,line coverage,57,True,1.0,DENIED,True,line coverage,line coverage,True,False,False,APPROVED
40w,gpt,control,ci_release-027,DENIED,open severity-one defects,52,True,1.0,DENIED,True,open severity-one defects,open severity-one defects,True,False,False,APPROVED
40w,gpt,control,ci_release-028,DENIED,flaky test count,42,True,0.3333333333333333,DENIED,True,flaky test count,flaky test count,True,False,False,
40w,gpt,control,ci_release-029,DENIED,peak heap usage,65,True,1.0,DENIED,True,peak heap usage,peak heap usage,True,False,False,APPROVED
40w,gpt,fusion,ops_incident-000,DENIED,umbilical release delay,78,True,1.0,DENIED,True,umbilical release delay,umbilical release delay,True,False,False,DENIED
40w,gpt,fusion,ops_incident-001,DENIED,seal torque retention,72,True,1.0,DENIED,True,seal torque retention,seal torque,True,False,False,
40w,gpt,fusion,ops_incident-002,DENIED,seal torque retention,66,True,1.0,DENIED,True,seal torque retention,seal torque retention,True,False,False,DENIED
40w,gpt,fusion,ops_incident-003,APPROVED,,62,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
40w,gpt,fusion,ops_incident-004,APPROVED,,77,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
40w,gpt,fusion,ops_incident-005,DENIED,reserve charge margin,63,True,1.0,DENIED,True,reserve charge margin,reserve charge margin,True,False,False,APPROVED
40w,gpt,fusion,ops_incident-006,APPROVED,,67,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
40w,gpt,fusion,ops_incident-007,APPROVED,,55,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
40w,gpt,fusion,ops_incident-008,DENIED,coolant loop flow rate,73,True,1.0,DENIED,True,coolant loop flow rate,coolant loop flow rate,True,False,False,DENIED
40w,gpt,fusion,ops_incident-009,DENIED,battery bus impedance,76,True,1.0,DENIED,True,battery bus impedance,battery bus impedance,True,False,False,DENIED
40w,gpt,fusion,ops_incident-010,APPROVED,,67,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
40w,gpt,fusion,ops_incident-011,APPROVED,,68,,1.0,APPROVED,True,NONE,NONE,True,False,False,
40w,gpt,fusion,ops_incident-012,APPROVED,,83,,1.0,APPROVED,True,NONE,NONE,True,False,False,
40w,gpt,fusion,ops_incident-013,APPROVED,,94,,1.0,APPROVED,True,NONE,NONE,True,False,False,
40w,gpt,fusion,ops_incident-014,DENIED,particulate count,74,True,1.0,DENIED,True,particulate count,particulate count,True,False,False,APPROVED
40w,gpt,fusion,ops_incident-015,DENIED,seal torque retention,74,True,1.0,DENIED,True,seal torque retention,seal torque retention,True,False,False,APPROVED
40w,gpt,fusion,ops_incident-016,DENIED,coolant loop flow rate,65,True,1.0,DENIED,True,coolant loop flow rate,coolant flow,True,False,False,DENIED
40w,gpt,fusion,ops_incident-017,DENIED,star tracker residual,66,True,1.0,DENIED,True,star tracker residual,star tracker residual,True,False,False,DENIED
40w,gpt,fusion,ops_incident-018,APPROVED,,85,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
40w,gpt,fusion,ops_incident-019,APPROVED,,66,,1.0,APPROVED,True,NONE,NONE,True,False,False,
40w,gpt,fusion,ops_incident-020,APPROVED,,83,,1.0,APPROVED,True,NONE,NONE,True,False,False,
40w,gpt,fusion,ops_incident-021,APPROVED,,74,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
40w,gpt,fusion,ops_incident-022,DENIED,thermal blanket coverage,63,True,1.0,DENIED,True,thermal blanket coverage,thermal blanket coverage,True,False,False,APPROVED
40w,gpt,fusion,ops_incident-023,APPROVED,,63,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
40w,gpt,fusion,ops_incident-024,DENIED,telemetry downlink margin,72,True,1.0,DENIED,True,telemetry downlink margin,telemetry downlink margin,True,False,False,APPROVED
40w,gpt,fusion,ops_incident-025,APPROVED,,70,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
40w,gpt,fusion,ops_incident-026,DENIED,gyro drift rate,61,True,1.0,DENIED,True,gyro drift rate,gyro drift rate,True,False,False,APPROVED
40w,gpt,fusion,ops_incident-027,DENIED,battery bus impedance,69,True,1.0,DENIED,True,battery bus impedance,battery bus impedance,True,False,False,
40w,gpt,fusion,ops_incident-028,DENIED,star tracker residual,62,True,1.0,DENIED,True,star tracker residual,star tracker residual,True,False,False,APPROVED
40w,gpt,fusion,ops_incident-029,APPROVED,,69,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
40w,gpt,fusion,clinical_enroll-000,DENIED,systolic blood pressure,57,True,1.0,DENIED,True,systolic blood pressure,systolic blood pressure,True,False,False,APPROVED
40w,gpt,fusion,clinical_enroll-001,DENIED,triglycerides,54,True,1.0,DENIED,True,triglycerides,triglycerides,True,False,False,APPROVED
40w,gpt,fusion,clinical_enroll-002,DENIED,systolic blood pressure,55,True,1.0,DENIED,True,systolic blood pressure,systolic blood pressure,True,False,False,APPROVED
40w,gpt,fusion,clinical_enroll-003,DENIED,creatinine clearance,49,True,1.0,DENIED,True,creatinine clearance,creatinine clearance,True,False,False,
40w,gpt,fusion,clinical_enroll-004,APPROVED,,64,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
40w,gpt,fusion,clinical_enroll-005,DENIED,left ventricular ejection fraction,49,True,1.0,DENIED,True,UNMATCHED,LVEF,False,True,False,DENIED
40w,gpt,fusion,clinical_enroll-006,APPROVED,,52,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
40w,gpt,fusion,clinical_enroll-007,DENIED,systolic blood pressure,50,True,1.0,DENIED,True,systolic blood pressure,systolic blood pressure,True,False,False,APPROVED
40w,gpt,fusion,clinical_enroll-008,APPROVED,,55,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
40w,gpt,fusion,clinical_enroll-009,APPROVED,,52,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
40w,gpt,fusion,clinical_enroll-010,APPROVED,,54,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
40w,gpt,fusion,clinical_enroll-011,DENIED,estimated glomerular filtration rate,49,True,1.0,DENIED,True,UNMATCHED,eGFR,False,True,False,DENIED
40w,gpt,fusion,clinical_enroll-012,APPROVED,,53,,1.0,APPROVED,True,NONE,NONE,True,False,False,
40w,gpt,fusion,clinical_enroll-013,DENIED,creatinine clearance,61,True,1.0,DENIED,True,creatinine clearance,creatinine clearance,True,False,False,DENIED
40w,gpt,fusion,clinical_enroll-014,APPROVED,,59,,0.6666666666666666,APPROVED,True,NONE,NONE,True,False,False,APPROVED
40w,gpt,fusion,clinical_enroll-015,APPROVED,,57,,1.0,APPROVED,True,NONE,NONE,True,False,False,
40w,gpt,fusion,clinical_enroll-016,APPROVED,,47,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
40w,gpt,fusion,clinical_enroll-017,APPROVED,,49,,1.0,APPROVED,True,NONE,NONE,True,False,False,
40w,gpt,fusion,clinical_enroll-018,APPROVED,,53,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
40w,gpt,fusion,clinical_enroll-019,APPROVED,,48,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
40w,gpt,fusion,clinical_enroll-020,DENIED,hemoglobin,54,True,1.0,DENIED,True,hemoglobin,hemoglobin,True,False,False,
40w,gpt,fusion,clinical_enroll-021,APPROVED,,51,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
40w,gpt,fusion,clinical_enroll-022,DENIED,systolic blood pressure,60,True,1.0,DENIED,True,systolic blood pressure,systolic blood pressure,True,False,False,DENIED
40w,gpt,fusion,clinical_enroll-023,APPROVED,,58,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
40w,gpt,fusion,clinical_enroll-024,DENIED,triglycerides,54,True,1.0,DENIED,True,triglycerides,triglycerides,True,False,False,
40w,gpt,fusion,clinical_enroll-025,DENIED,body mass index,53,True,1.0,DENIED,True,UNMATCHED,BMI,False,True,False,DENIED
40w,gpt,fusion,clinical_enroll-026,DENIED,fasting glucose,58,True,1.0,DENIED,True,fasting glucose,fasting glucose,True,False,False,DENIED
40w,gpt,fusion,clinical_enroll-027,APPROVED,,60,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
40w,gpt,fusion,clinical_enroll-028,DENIED,creatinine clearance,51,True,1.0,DENIED,True,creatinine clearance,creatinine clearance,True,False,False,APPROVED
40w,gpt,fusion,clinical_enroll-029,DENIED,fasting glucose,58,True,1.0,DENIED,True,fasting glucose,fasting glucose,True,False,False,APPROVED
40w,gpt,fusion,ci_release-000,APPROVED,,69,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
40w,gpt,fusion,ci_release-001,APPROVED,,61,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
40w,gpt,fusion,ci_release-002,DENIED,line coverage,69,True,1.0,DENIED,True,line coverage,line coverage,True,False,False,APPROVED
40w,gpt,fusion,ci_release-003,DENIED,open severity-one defects,48,True,1.0,DENIED,True,open severity-one defects,severity-one defects,True,False,False,APPROVED
40w,gpt,fusion,ci_release-004,DENIED,flaky test count,67,True,1.0,DENIED,True,flaky test count,flaky test count,True,False,False,APPROVED
40w,gpt,fusion,ci_release-005,DENIED,rollback drill success,73,True,0.6666666666666666,DENIED,True,rollback drill success,rollback drill success,True,False,False,DENIED
40w,gpt,fusion,ci_release-006,DENIED,dependency audit findings,62,True,1.0,DENIED,True,dependency audit findings,dependency audit findings,True,False,False,APPROVED
40w,gpt,fusion,ci_release-007,APPROVED,,80,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
40w,gpt,fusion,ci_release-008,APPROVED,,68,,1.0,APPROVED,True,NONE,NONE,True,False,False,
40w,gpt,fusion,ci_release-009,DENIED,bundle size,65,True,1.0,DENIED,True,bundle size,bundle size,True,False,False,APPROVED
40w,gpt,fusion,ci_release-010,APPROVED,,65,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
40w,gpt,fusion,ci_release-011,APPROVED,,67,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
40w,gpt,fusion,ci_release-012,DENIED,cold start time,62,True,1.0,DENIED,True,cold start time,cold start time,True,False,False,APPROVED
40w,gpt,fusion,ci_release-013,APPROVED,,70,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
40w,gpt,fusion,ci_release-014,APPROVED,,69,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
40w,gpt,fusion,ci_release-015,APPROVED,,40,,1.0,APPROVED,True,NONE,NONE,True,False,False,
40w,gpt,fusion,ci_release-016,DENIED,error budget remaining,62,True,1.0,DENIED,True,error budget remaining,error budget remaining,True,False,False,DENIED
40w,gpt,fusion,ci_release-017,DENIED,cold start time,82,True,1.0,DENIED,True,cold start time,cold start time,True,False,False,DENIED
40w,gpt,fusion,ci_release-018,APPROVED,,68,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
40w,gpt,fusion,ci_release-019,APPROVED,,77,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
40w,gpt,fusion,ci_release-020,DENIED,dependency audit findings,58,True,1.0,DENIED,True,dependency audit findings,dependency audit findings,True,False,False,DENIED
40w,gpt,fusion,ci_release-021,APPROVED,,53,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
40w,gpt,fusion,ci_release-022,APPROVED,,77,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
40w,gpt,fusion,ci_release-023,APPROVED,,61,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
40w,gpt,fusion,ci_release-024,DENIED,open severity-one defects,72,True,1.0,DENIED,True,open severity-one defects,open severity-one defects,True,False,False,APPROVED
40w,gpt,fusion,ci_release-025,APPROVED,,59,,1.0,APPROVED,True,NONE,NONE,True,False,False,APPROVED
40w,gpt,fusion,ci_release-026,DENIED,line coverage,55,True,1.0,DENIED,True,line coverage,line coverage,True,False,False,APPROVED
40w,gpt,fusion,ci_release-027,DENIED,open severity-one defects,40,True,1.0,DENIED,True,open severity-one defects,open sev-1 defects,True,False,False,APPROVED
40w,gpt,fusion,ci_release-028,DENIED,flaky test count,67,True,1.0,DENIED,True,flaky test count,flaky test count,True,False,False,
40w,gpt,fusion,ci_release-029,DENIED,peak heap usage,72,True,1.0,DENIED,True,peak heap usage,peak heap usage,True,False,False,APPROVED
15w,grok,control,ops_incident-000,DENIED,umbilical release delay,12,False,0.0,DENIED,True,NONE,NONE,False,False,True,DENIED
15w,grok,control,ops_incident-001,DENIED,seal torque retention,18,False,0.3333333333333333,APPROVED,False,NONE,NONE,False,False,False,DENIED
15w,grok,control,ops_incident-002,DENIED,seal torque retention,11,False,0.0,DENIED,True,NONE,NONE,False,False,True,DENIED
15w,grok,control,ops_incident-003,APPROVED,,13,,0.0,DENIED,False,NONE,NONE,True,False,True,DENIED
15w,grok,control,ops_incident-004,APPROVED,,13,,0.0,DENIED,False,NONE,NONE,True,False,True,DENIED
15w,grok,control,ops_incident-005,DENIED,reserve charge margin,14,True,0.6666666666666666,DENIED,True,reserve charge margin,margins,True,False,False,DENIED
15w,grok,control,ops_incident-006,APPROVED,,30,,1.0,APPROVED,True,thermal blanket coverage,thermal blanket coverage,False,False,False,DENIED
15w,grok,control,ops_incident-007,APPROVED,,10,,0.0,DENIED,False,NONE,NONE,True,False,True,DENIED
15w,grok,control,ops_incident-008,DENIED,coolant loop flow rate,27,True,0.6666666666666666,DENIED,True,coolant loop flow rate,coolant loop flow rate,True,False,False,DENIED
15w,grok,control,ops_incident-009,DENIED,battery bus impedance,12,False,0.0,APPROVED,False,NONE,NONE,False,False,False,DENIED
15w,grok,control,ops_incident-010,APPROVED,,9,,0.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,control,ops_incident-011,APPROVED,,39,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,control,ops_incident-012,APPROVED,,19,,0.6666666666666666,DENIED,False,telemetry downlink margin,telemetry downlink margin,False,False,False,DENIED
15w,grok,control,ops_incident-013,APPROVED,,10,,0.0,DENIED,False,NONE,NONE,True,False,True,DENIED
15w,grok,control,ops_incident-014,DENIED,particulate count,29,True,1.0,DENIED,True,particulate count,particulate count,True,False,False,DENIED
15w,grok,control,ops_incident-015,DENIED,seal torque retention,39,True,1.0,DENIED,True,seal torque retention,seal,True,False,False,DENIED
15w,grok,control,ops_incident-016,DENIED,coolant loop flow rate,15,True,0.6666666666666666,DENIED,True,coolant loop flow rate,coolant,True,False,False,DENIED
15w,grok,control,ops_incident-017,DENIED,star tracker residual,11,False,0.0,DENIED,True,NONE,NONE,False,False,True,DENIED
15w,grok,control,ops_incident-018,APPROVED,,11,,0.0,DENIED,False,NONE,NONE,True,False,True,DENIED
15w,grok,control,ops_incident-019,APPROVED,,13,,0.0,DENIED,False,NONE,NONE,True,False,True,DENIED
15w,grok,control,ops_incident-020,APPROVED,,13,,0.0,DENIED,False,NONE,NONE,True,False,True,DENIED
15w,grok,control,ops_incident-021,APPROVED,,30,,0.6666666666666666,APPROVED,True,gyro drift rate,gyro drift rate,False,False,False,DENIED
15w,grok,control,ops_incident-022,DENIED,thermal blanket coverage,41,True,1.0,DENIED,True,thermal blanket coverage,thermal,True,False,False,DENIED
15w,grok,control,ops_incident-023,APPROVED,,14,,0.3333333333333333,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,control,ops_incident-024,DENIED,telemetry downlink margin,39,True,1.0,APPROVED,False,NONE,NONE,False,False,False,DENIED
15w,grok,control,ops_incident-025,APPROVED,,35,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,control,ops_incident-026,DENIED,gyro drift rate,13,False,0.0,DENIED,True,NONE,NONE,False,False,True,DENIED
15w,grok,control,ops_incident-027,DENIED,battery bus impedance,34,True,1.0,DENIED,True,coolant loop flow rate,coolant loop flow rate,False,False,False,DENIED
15w,grok,control,ops_incident-028,DENIED,star tracker residual,36,True,1.0,DENIED,True,star tracker residual,star tracker,True,False,False,DENIED
15w,grok,control,ops_incident-029,APPROVED,,26,,0.3333333333333333,DENIED,False,NONE,NONE,True,False,True,DENIED
15w,grok,control,clinical_enroll-000,DENIED,systolic blood pressure,34,True,1.0,DENIED,True,UNMATCHED,SBP,False,True,False,DENIED
15w,grok,control,clinical_enroll-001,DENIED,triglycerides,33,True,1.0,APPROVED,False,UNMATCHED,TG,False,True,False,DENIED
15w,grok,control,clinical_enroll-002,DENIED,systolic blood pressure,16,False,0.3333333333333333,APPROVED,False,NONE,NONE,False,False,False,DENIED
15w,grok,control,clinical_enroll-003,DENIED,creatinine clearance,11,False,0.0,DENIED,True,NONE,NONE,False,False,True,DENIED
15w,grok,control,clinical_enroll-004,APPROVED,,38,,1.0,APPROVED,True,UNMATCHED,CrCl,False,True,False,DENIED
15w,grok,control,clinical_enroll-005,DENIED,left ventricular ejection fraction,28,True,1.0,DENIED,True,UNMATCHED,LVEF,False,True,False,DENIED
15w,grok,control,clinical_enroll-006,APPROVED,,34,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,control,clinical_enroll-007,DENIED,systolic blood pressure,32,True,1.0,DENIED,True,systolic blood pressure,systolic blood pressure,True,False,False,DENIED
15w,grok,control,clinical_enroll-008,APPROVED,,35,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,control,clinical_enroll-009,APPROVED,,35,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,control,clinical_enroll-010,APPROVED,,35,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,control,clinical_enroll-011,DENIED,estimated glomerular filtration rate,30,True,1.0,DENIED,True,UNMATCHED,eGFR,False,True,False,DENIED
15w,grok,control,clinical_enroll-012,APPROVED,,33,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,control,clinical_enroll-013,DENIED,creatinine clearance,34,True,1.0,DENIED,True,UNMATCHED,CrCl,False,True,False,DENIED
15w,grok,control,clinical_enroll-014,APPROVED,,31,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,control,clinical_enroll-015,APPROVED,,16,,0.3333333333333333,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,control,clinical_enroll-016,APPROVED,,34,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,control,clinical_enroll-017,APPROVED,,33,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,control,clinical_enroll-018,APPROVED,,33,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,control,clinical_enroll-019,APPROVED,,34,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,control,clinical_enroll-020,DENIED,hemoglobin,34,True,1.0,DENIED,True,UNMATCHED,Hb,False,True,False,DENIED
15w,grok,control,clinical_enroll-021,APPROVED,,32,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,control,clinical_enroll-022,DENIED,systolic blood pressure,30,True,1.0,DENIED,True,UNMATCHED,SBP,False,True,False,DENIED
15w,grok,control,clinical_enroll-023,APPROVED,,38,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,control,clinical_enroll-024,DENIED,triglycerides,33,True,1.0,DENIED,True,triglycerides,trig,True,False,False,DENIED
15w,grok,control,clinical_enroll-025,DENIED,body mass index,32,True,1.0,DENIED,True,UNMATCHED,BMI,False,True,False,DENIED
15w,grok,control,clinical_enroll-026,DENIED,fasting glucose,34,True,1.0,DENIED,True,fasting glucose,glucose,True,False,False,DENIED
15w,grok,control,clinical_enroll-027,APPROVED,,22,,0.0,DENIED,False,UNMATCHED,eGFR,False,True,False,DENIED
15w,grok,control,clinical_enroll-028,DENIED,creatinine clearance,33,True,1.0,DENIED,True,UNMATCHED,CrCl,False,True,False,DENIED
15w,grok,control,clinical_enroll-029,DENIED,fasting glucose,35,True,1.0,DENIED,True,fasting glucose,glucose,True,False,False,DENIED
15w,grok,control,ci_release-000,APPROVED,,20,,0.6666666666666666,APPROVED,True,error budget remaining,error budget remaining,False,False,False,DENIED
15w,grok,control,ci_release-001,APPROVED,,31,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,control,ci_release-002,DENIED,line coverage,15,True,1.0,DENIED,True,line coverage,line coverage,True,False,False,DENIED
15w,grok,control,ci_release-003,DENIED,open severity-one defects,16,True,0.6666666666666666,DENIED,True,open severity-one defects,open severity-one defects,True,False,False,DENIED
15w,grok,control,ci_release-004,DENIED,flaky test count,18,False,0.3333333333333333,DENIED,True,rollback drill success,rollback drill success,False,False,False,DENIED
15w,grok,control,ci_release-005,DENIED,rollback drill success,35,True,0.6666666666666666,DENIED,True,rollback drill success,rollback drill success,True,False,False,DENIED
15w,grok,control,ci_release-006,DENIED,dependency audit findings,16,True,0.6666666666666666,DENIED,True,error budget remaining,error budget remaining,False,False,False,DENIED
15w,grok,control,ci_release-007,APPROVED,,16,,0.0,DENIED,False,build reproducibility,build reproducibility,False,False,False,DENIED
15w,grok,control,ci_release-008,APPROVED,,20,,0.3333333333333333,DENIED,False,line coverage,line coverage,False,False,False,DENIED
15w,grok,control,ci_release-009,DENIED,bundle size,18,True,0.6666666666666666,DENIED,True,bundle size,bundle size,True,False,False,DENIED
15w,grok,control,ci_release-010,APPROVED,,25,,0.3333333333333333,DENIED,False,unit test pass rate,unit test pass rate,False,False,False,DENIED
15w,grok,control,ci_release-011,APPROVED,,29,,1.0,APPROVED,True,open severity-one defects,open severity-one defects,False,False,False,DENIED
15w,grok,control,ci_release-012,DENIED,cold start time,38,True,1.0,DENIED,True,cold start time,cold start time,True,False,False,DENIED
15w,grok,control,ci_release-013,APPROVED,,24,,0.3333333333333333,DENIED,False,NONE,NONE,True,False,True,DENIED
15w,grok,control,ci_release-014,APPROVED,,30,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,control,ci_release-015,APPROVED,,14,,0.3333333333333333,DENIED,False,error budget remaining,error budget remaining,False,False,False,DENIED
15w,grok,control,ci_release-016,DENIED,error budget remaining,20,True,0.3333333333333333,DENIED,True,unit test pass rate,unit test pass rate,False,False,False,DENIED
15w,grok,control,ci_release-017,DENIED,cold start time,26,True,0.6666666666666666,DENIED,True,line coverage,line coverage,False,False,False,DENIED
15w,grok,control,ci_release-018,APPROVED,,41,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,control,ci_release-019,APPROVED,,20,,0.6666666666666666,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,control,ci_release-020,DENIED,dependency audit findings,19,True,1.0,DENIED,True,dependency audit findings,dependency audit findings,True,False,False,DENIED
15w,grok,control,ci_release-021,APPROVED,,29,,0.3333333333333333,DENIED,False,line coverage,line coverage,False,False,False,DENIED
15w,grok,control,ci_release-022,APPROVED,,16,,0.3333333333333333,DENIED,False,error budget remaining,error budget remaining,False,False,False,DENIED
15w,grok,control,ci_release-023,APPROVED,,26,,0.6666666666666666,DENIED,False,error budget remaining,error budget remaining,False,False,False,DENIED
15w,grok,control,ci_release-024,DENIED,open severity-one defects,14,True,0.3333333333333333,DENIED,True,open severity-one defects,open severity-one defects,True,False,False,DENIED
15w,grok,control,ci_release-025,APPROVED,,13,,1.0,APPROVED,True,UNMATCHED,deps,False,True,False,DENIED
15w,grok,control,ci_release-026,DENIED,line coverage,33,True,1.0,DENIED,True,line coverage,coverage,True,False,False,DENIED
15w,grok,control,ci_release-027,DENIED,open severity-one defects,24,True,0.3333333333333333,DENIED,True,unit test pass rate,unit test pass rate,False,False,False,DENIED
15w,grok,control,ci_release-028,DENIED,flaky test count,19,True,0.3333333333333333,DENIED,True,flaky test count,flaky test count,True,False,False,DENIED
15w,grok,control,ci_release-029,DENIED,peak heap usage,15,False,0.3333333333333333,APPROVED,False,rollback drill success,rollback drill success,False,False,False,DENIED
15w,grok,fusion,ops_incident-000,DENIED,umbilical release delay,44,True,1.0,APPROVED,False,NONE,NONE,False,False,False,DENIED
15w,grok,fusion,ops_incident-001,DENIED,seal torque retention,57,True,1.0,DENIED,True,seal torque retention,seal torque,True,False,False,DENIED
15w,grok,fusion,ops_incident-002,DENIED,seal torque retention,41,True,1.0,DENIED,True,seal torque retention,seal torque,True,False,False,DENIED
15w,grok,fusion,ops_incident-003,APPROVED,,47,,1.0,APPROVED,True,NONE,NONE,True,False,False,DENIED
15w,grok,fusion,ops_incident-004,APPROVED,,35,,1.0,APPROVED,True,reserve charge margin,reserve,False,False,False,DENIED
15w,grok,fusion,ops_incident-005,DENIED,reserve charge margin,42,True,1.0,DENIED,True,reserve charge margin,reserve,True,False,False,DENIED
